t_index 	term                	df 
3994    	foothold            	6  
3995    	footnot             	1  
3996    	footprint           	1  
3997    	footstep            	1  
3998    	footwear            	1  
3999    	footwork            	1  
4000    	forag               	4  
4001    	forai               	3  
4002    	forb                	3  
4003    	forbid              	1  
4004    	forbidden           	2  
4005    	forc                	366
4006    	forcefulli          	1  
4007    	forcep              	1  
4008    	forcibl             	2  
4009    	ford                	11 
4010    	fore                	2  
4011    	forebod             	1  
4012    	forecast            	8  
4013    	foreclos            	1  
4014    	forefront           	2  
4015    	forehand            	15 
4016    	forehead            	2  
4017    	foreign             	191
4018    	foremost            	3  
4019    	forens              	21 
4020    	forerunn            	2  
4021    	forese              	3  
4022    	foreseen            	1  
4023    	forest              	9  
4024    	foretast            	1  
4025    	forev               	9  
4026    	foreword            	1  
4027    	forg                	4  
4028    	forgav              	1  
4029    	forgeri             	1  
4030    	forget              	12 
4031    	forgiv              	7  
4032    	forgiven            	1  
4033    	forgot              	1  
4034    	forgotten           	5  
4035    	fork                	2  
4036    	form                	95 
4037    	formal              	42 
4038    	format              	9  
4039    	formid              	4  
4040    	formul              	1  
4041    	formula             	3  
4042    	fornl               	1  
4043    	forsak              	1  
4044    	fort                	13 
4045    	forti               	5  
4046    	fortifi             	2  
4047    	fortitud            	1  
4048    	fortnight           	1  
4049    	fortress            	1  
4050    	fortun              	16 
4051    	forum               	15 
4052    	forward             	57 
4053    	foster              	4  
4054    	fought              	48 
4055    	foul                	1  
4056    	found               	15 
4057    	foundat             	8  
4058    	founder             	10 
4059    	fountain            	1  
4060    	fourth              	57 
4061    	fox                 	7  
4062    	foyer               	2  
4063    	fpi                 	2  
4064    	fpt                 	1  
4065    	fr                  	1  
4066    	fraction            	7  
4067    	fractiou            	2  
4068    	fractur             	9  
4069    	fragil              	7  
4070    	fragment            	9  
4071    	frai                	4  
4072    	fraim               	1  
4073    	frame               	7  
4074    	framework           	2  
4075    	franc               	36 
4076    	franchis            	1  
4077    	franci              	6  
4078    	franciscan          	2  
4079    	francisco           	37 
4080    	francoi             	1  
4081    	franjo              	3  
4082    	frank               	28 
4083    	frankfort           	4  
4084    	frankfurt           	9  
4085    	frankli             	8  
4086    	frantic             	20 
4087    	fraser              	1  
4088    	frasur              	1  
4089    	fraud               	68 
4090    	fraudul             	5  
4091    	fraught             	3  
4092    	frazier             	2  
4093    	fred                	2  
4094    	freder              	1  
4095    	fredericqu          	1  
4096    	frederik            	1  
4097    	free                	119
4098    	freed               	22 
4099    	freedom             	40 
4100    	freeh               	25 
4101    	freeli              	14 
4102    	freelli             	1  
4103    	freepelti           	2  
4104    	freer               	2  
4105    	freewheel           	1  
4106    	freez               	2  
4107    	freight             	2  
4108    	fremd               	5  
4109    	fremont             	2  
4110    	french              	70 
4111    	frenchman           	8  
4112    	frenchmen           	1  
4113    	frenchwoman         	2  
4114    	frenzi              	3  
4115    	frequent            	28 
4116    	fresh               	18 
4117    	fresher             	1  
4118    	freshman            	5  
4119    	freshmen            	1  
4120    	fresno              	1  
4121    	friction            	1  
4122    	fridai              	216
4123    	friend              	80 
4124    	friendli            	19 
4125    	friendship          	6  
4126    	frigat              	10 
4127    	frighten            	21 
4128    	frigid              	1  
4129    	frist               	2  
4130    	frond               	1  
4131    	front               	83 
4132    	frontier            	1  
4133    	frontlin            	1  
4134    	frown               	1  
4135    	froze               	7  
4136    	frozen              	4  
4137    	fruit               	7  
4138    	fruition            	1  
4139    	fruitless           	1  
4140    	frustrat            	40 
